,File_ID,project,path,area,relative_path,filename,ext,lines,Initial Author,Latest Author,Most Frequent Author,Unique Authors,Initial Commit,Latest Commit,Total Commits,Total Inserts,Total Deletes
0,0,.github,,ISSUE_TEMPLATE,.github\ISSUE_TEMPLATE\Annoucement_Template.md,Annoucement_Template.md,.md,42,Maria Naggaga,Maria Naggaga,Maria Naggaga,1,,,1,0,0
1,1,.github,,ISSUE_TEMPLATE,.github\ISSUE_TEMPLATE\bug_report.md,bug_report.md,.md,39,Unknown,Unknown,Unknown,1,,,1,0,0
2,2,.github,,ISSUE_TEMPLATE,.github\ISSUE_TEMPLATE\feature_request.md,feature_request.md,.md,17,Unknown,Unknown,Unknown,1,,,1,0,0
3,3,.github,,ISSUE_TEMPLATE,.github\ISSUE_TEMPLATE\question.md,question.md,.md,20,WhiteBlackGoose,WhiteBlackGoose,WhiteBlackGoose,1,,,1,0,0
4,4,,,Root,build-js.sh,build-js.sh,.sh,16,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
5,5,,,Root,build.sh,build.sh,.sh,16,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
6,6,,,Root,CODE_OF_CONDUCT.md,CODE_OF_CONDUCT.md,.md,5,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
7,7,,,Root,CONTRIBUTING.md,CONTRIBUTING.md,.md,11,Jon Sequeira,WhiteBlackGoose,Jon Sequeira,1,,,1,0,0
8,8,,,Root,DEVELOPER-GUIDE.md,DEVELOPER-GUIDE.md,.md,200,Jon Sequeira,Osvaldo Calles,Brett V. Forsgren,1,,,1,0,0
9,9,docs,,Root,docs\command-line-interface.md,command-line-interface.md,.md,35,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
10,10,docs,,Root,docs\display-output-csharp.md,display-output-csharp.md,.md,30,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
11,11,docs,,Root,docs\extending-dotnet-interactive.md,extending-dotnet-interactive.md,.md,114,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
12,12,docs,,Root,docs\FAQ.md,FAQ.md,.md,395,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
13,13,docs,,Root,docs\formatting.md,formatting.md,.md,282,Unknown,Unknown,Unknown,1,,,1,0,0
14,14,docs,,Root,docs\import-magic-command.md,import-magic-command.md,.md,33,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
15,15,docs,,Root,docs\input-prompts.md,input-prompts.md,.md,98,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
16,16,docs,,Root,docs\javascript-overview.md,javascript-overview.md,.md,105,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
17,17,docs,,Root,docs\kernel-to-client-commands.md,kernel-to-client-commands.md,.md,87,Ian Griffiths,Jon Sequeira,Ian Griffiths,1,,,1,0,0
18,18,docs,,Root,docs\kernels-overview.md,kernels-overview.md,.md,60,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
19,19,docs,,Root,docs\magic-commands.md,magic-commands.md,.md,73,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
20,20,docs,,Root,docs\NotebookswithJupyter.md,NotebookswithJupyter.md,.md,63,Unknown,Unknown,Unknown,1,,,1,0,0
21,21,docs,,Root,docs\nuget-overview.md,nuget-overview.md,.md,46,Unknown,Unknown,Unknown,1,,,1,0,0
22,22,docs,,Root,docs\pocketview.md,pocketview.md,.md,50,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
23,23,docs,,Root,docs\polyglot-with-jupyter.md,polyglot-with-jupyter.md,.md,13,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
24,24,docs,,Root,docs\README.md,README.md,.md,51,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
25,25,docs,,Root,docs\small-factor-devices.md,small-factor-devices.md,.md,53,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
26,26,docs,,Root,docs\variable-sharing.md,variable-sharing.md,.md,142,Unknown,Unknown,Unknown,1,,,1,0,0
27,27,docs,,Root,docs\working-with-data.md,working-with-data.md,.md,72,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
28,28,docs,,Root,docs\working-with-html.md,working-with-html.md,.md,2,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
29,29,,,Root,dotnet-interactive.sln,dotnet-interactive.sln,.sln,700,Jon Sequeira,Shyam Namboodiripad,Diego Colombo,1,,,1,0,0
30,30,eng,,Root,eng\build.sh,build.sh,.sh,72,Unknown,Unknown,Unknown,1,,,1,0,0
31,31,eng,,Root,eng\cibuild.sh,cibuild.sh,.sh,21,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
32,32,eng,,common,eng\common\build.sh,build.sh,.sh,247,Unknown,Unknown,Unknown,1,,,1,0,0
33,33,eng,,common,eng\common\cibuild.sh,cibuild.sh,.sh,15,dotnet bot,dotnet bot,dotnet bot,1,,,1,0,0
34,34,eng,,common,eng\common\cross\armel\tizen-build-rootfs.sh,tizen-build-rootfs.sh,.sh,35,Unknown,Unknown,Unknown,1,,,1,0,0
35,35,eng,,common,eng\common\cross\armel\tizen-fetch.sh,tizen-fetch.sh,.sh,170,Unknown,Unknown,Unknown,1,,,1,0,0
36,36,eng,,common,eng\common\cross\build-android-rootfs.sh,build-android-rootfs.sh,.sh,131,Unknown,Unknown,Unknown,1,,,1,0,0
37,37,eng,,common,eng\common\cross\build-rootfs.sh,build-rootfs.sh,.sh,508,Unknown,Unknown,Unknown,1,,,1,0,0
38,38,eng,,common,eng\common\darc-init.sh,darc-init.sh,.sh,82,dotnet bot,dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
39,39,eng,,common,eng\common\dotnet-install.sh,dotnet-install.sh,.sh,87,dotnet bot,dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
40,40,eng,,common,eng\common\generate-sbom-prep.sh,generate-sbom-prep.sh,.sh,34,dotnet-maestro[bot],dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
41,41,eng,,common,eng\common\init-tools-native.sh,init-tools-native.sh,.sh,238,dotnet bot,dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
42,42,eng,,common,eng\common\internal-feed-operations.sh,internal-feed-operations.sh,.sh,141,Brett V. Forsgren,dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
43,43,eng,,common,eng\common\msbuild.sh,msbuild.sh,.sh,58,dotnet bot,dotnet-maestro[bot],dotnet bot,1,,,1,0,0
44,44,eng,,common,eng\common\native\common-library.sh,common-library.sh,.sh,172,Unknown,Unknown,Unknown,1,,,1,0,0
45,45,eng,,common,eng\common\native\init-compiler.sh,init-compiler.sh,.sh,144,Unknown,Unknown,Unknown,1,,,1,0,0
46,46,eng,,common,eng\common\native\install-cmake-test.sh,install-cmake-test.sh,.sh,117,Unknown,Unknown,Unknown,1,,,1,0,0
47,47,eng,,common,eng\common\native\install-cmake.sh,install-cmake.sh,.sh,117,Unknown,Unknown,Unknown,1,,,1,0,0
48,48,eng,,common,eng\common\pipeline-logging-functions.sh,pipeline-logging-functions.sh,.sh,206,Brett V. Forsgren,dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
49,49,eng,,common,eng\common\README.md,README.md,.md,28,dotnet bot,dotnet bot,dotnet bot,1,,,1,0,0
50,50,eng,,common,eng\common\SetupNugetSources.sh,SetupNugetSources.sh,.sh,171,dotnet-maestro[bot],dotnet-maestro[bot],dotnet-maestro[bot],1,,,1,0,0
51,51,eng,,common,eng\common\tools.sh,tools.sh,.sh,550,Unknown,Unknown,Unknown,1,,,1,0,0
52,52,eng,,perf-tests,eng\perf-tests\PerformanceTests.cs,PerformanceTests.cs,.cs,184,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
53,53,eng,,perf-tests,eng\perf-tests\PerfResults.md,PerfResults.md,.md,26,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
54,54,eng,,perf-tests,eng\perf-tests\Program.cs,Program.cs,.cs,10,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
55,55,,,Root,INTERNAL.md,INTERNAL.md,.md,135,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
56,56,,,Root,MANUAL-TESTING.md,MANUAL-TESTING.md,.md,17,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
57,57,,,Root,NotebookTestScript.dib,NotebookTestScript.dib,.dib,394,Brett V. Forsgren,Diego Colombo,Diego Colombo,1,,,1,0,0
58,58,,,Root,README.md,README.md,.md,87,Piotr Puszkiewicz,Blair McBride,Maria Naggaga,1,,,1,0,0
59,59,,,Root,restore.sh,restore.sh,.sh,16,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
60,60,samples,,connect-wpf,samples\connect-wpf\App.xaml.cs,App.xaml.cs,.cs,125,Kevin B,Jon Sequeira,Diego Colombo,1,,,1,0,0
61,61,samples,,connect-wpf,samples\connect-wpf\AssemblyInfo.cs,AssemblyInfo.cs,.cs,10,Kevin B,Kevin B,Kevin B,1,,,1,0,0
62,62,samples,,connect-wpf,samples\connect-wpf\MainWindow.xaml.cs,MainWindow.xaml.cs,.cs,17,Kevin B,Kevin B,Kevin B,1,,,1,0,0
63,63,samples,,connect-wpf,samples\connect-wpf\MainWindowViewModel.cs,MainWindowViewModel.cs,.cs,23,Kevin B,Kevin B,Kevin B,1,,,1,0,0
64,64,samples,,connect-wpf,samples\connect-wpf\readme.ipynb,readme.ipynb,.ipynb,368,Unknown,Unknown,Unknown,1,,,1,0,0
65,65,samples,,connect-wpf,samples\connect-wpf\WpfConnect.sln,WpfConnect.sln,.sln,25,Kevin B,Kevin B,Kevin B,1,,,1,0,0
66,66,samples,,connect-wpf,samples\connect-wpf\WpfFormatterMixins.cs,WpfFormatterMixins.cs,.cs,75,Kevin B,Diego Colombo,Diego Colombo,1,,,1,0,0
67,67,samples,,ExtensionLab,samples\ExtensionLab\ExtensionLab-EF.ipynb,ExtensionLab-EF.ipynb,.ipynb,257,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
68,68,samples,,ExtensionLab,samples\ExtensionLab\ExtensionLab-nteract.ipynb,ExtensionLab-nteract.ipynb,.ipynb,164,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
69,69,samples,,ExtensionLab,samples\ExtensionLab\ExtensionLab-SandDance.ipynb,ExtensionLab-SandDance.ipynb,.ipynb,162,Diego Colombo,Le Ding,Diego Colombo,1,,,1,0,0
70,70,samples,,extensions,samples\extensions\ClockExtension\ClockKernelExtension.cs,ClockKernelExtension.cs,.cs,58,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
71,71,samples,,extensions,samples\extensions\ClockExtension\extension.dib,extension.dib,.dib,3,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
72,72,samples,,extensions,samples\extensions\ClockExtension\SvgClock.cs,SvgClock.cs,.cs,155,Jon Sequeira,Diego Colombo,Diego Colombo,1,,,1,0,0
73,73,samples,,extensions,samples\extensions\ClockExtension.ipynb,ClockExtension.ipynb,.ipynb,635,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
74,74,samples,,extensions,samples\extensions\RandomNumber\extension.dib,extension.dib,.dib,27,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
75,75,samples,,extensions,samples\extensions\RandomNumber\RandomNumberExtension.cs,RandomNumberExtension.cs,.cs,14,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
76,76,samples,,extensions,samples\extensions\RandomNumber\README.md,README.md,.md,26,Brett V. Forsgren,Brett V. Forsgren,Brett V. Forsgren,1,,,1,0,0
77,77,samples,,extensions,samples\extensions\readme.md,readme.md,.md,11,Unknown,Unknown,Unknown,1,,,1,0,0
78,78,samples,,extensions,samples\extensions\SampleExtensions.sln,SampleExtensions.sln,.sln,107,Jon Sequeira,Brett V. Forsgren,Jon Sequeira,1,,,1,0,0
79,79,samples,,extensions,samples\extensions\SampleExtensions.Tests\ClockExtensionTests.cs,ClockExtensionTests.cs,.cs,84,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
80,80,samples,,notebooks,samples\notebooks\csharp\Docs\Displaying-output.ipynb,Displaying-output.ipynb,.ipynb,140,Unknown,Unknown,Unknown,1,,,1,0,0
81,81,samples,,notebooks,samples\notebooks\csharp\Docs\Formatting-outputs.ipynb,Formatting-outputs.ipynb,.ipynb,324,Unknown,Unknown,Unknown,1,,,1,0,0
82,82,samples,,notebooks,samples\notebooks\csharp\Docs\HTML.ipynb,HTML.ipynb,.ipynb,432,Unknown,Unknown,Unknown,1,,,1,0,0
83,83,samples,,notebooks,samples\notebooks\csharp\Docs\Importing-packages.ipynb,Importing-packages.ipynb,.ipynb,120,Unknown,Unknown,Unknown,1,,,1,0,0
84,84,samples,,notebooks,samples\notebooks\csharp\Docs\Math-and-LaTeX.ipynb,Math-and-LaTeX.ipynb,.ipynb,65,Unknown,Unknown,Unknown,1,,,1,0,0
85,85,samples,,notebooks,samples\notebooks\csharp\Docs\Plotting-with-Xplot.ipynb,Plotting-with-Xplot.ipynb,.ipynb,583,Unknown,Unknown,Unknown,1,,,1,0,0
86,86,samples,,notebooks,samples\notebooks\csharp\Docs\Programming-model.ipynb,Programming-model.ipynb,.ipynb,67,Unknown,Unknown,Unknown,1,,,1,0,0
87,87,samples,,notebooks,samples\notebooks\csharp\Samples\DataFrame-Getting Started.ipynb,DataFrame-Getting Started.ipynb,.ipynb,474,Unknown,Unknown,Unknown,1,,,1,0,0
88,88,samples,,notebooks,samples\notebooks\csharp\Samples\HousingML.ipynb,HousingML.ipynb,.ipynb,299,Unknown,Unknown,Unknown,1,,,1,0,0
89,89,samples,,notebooks,samples\notebooks\csharp\Samples\interactive-metrics.ipynb,interactive-metrics.ipynb,.ipynb,846,Unknown,Unknown,Unknown,1,,,1,0,0
90,90,samples,,notebooks,samples\notebooks\fsharp\Docs\Displaying-output.ipynb,Displaying-output.ipynb,.ipynb,313,Unknown,Unknown,Unknown,1,,,1,0,0
91,91,samples,,notebooks,samples\notebooks\fsharp\Docs\Formatting-outputs.ipynb,Formatting-outputs.ipynb,.ipynb,2314,Unknown,Unknown,Unknown,1,,,1,0,0
92,92,samples,,notebooks,samples\notebooks\fsharp\Docs\Importing-packages.ipynb,Importing-packages.ipynb,.ipynb,129,Unknown,Unknown,Unknown,1,,,1,0,0
93,93,samples,,notebooks,samples\notebooks\fsharp\Docs\Math-and-LaTeX.ipynb,Math-and-LaTeX.ipynb,.ipynb,101,Unknown,Unknown,Unknown,1,,,1,0,0
94,94,samples,,notebooks,samples\notebooks\fsharp\Docs\Plotting-with-Xplot.ipynb,Plotting-with-Xplot.ipynb,.ipynb,525,Unknown,Unknown,Unknown,1,,,1,0,0
95,95,samples,,notebooks,samples\notebooks\fsharp\Docs\Programming-model.ipynb,Programming-model.ipynb,.ipynb,73,Unknown,Unknown,Unknown,1,,,1,0,0
96,96,samples,,notebooks,samples\notebooks\fsharp\Introduction to F#.ipynb,Introduction to F#.ipynb,.ipynb,816,Unknown,Unknown,Unknown,1,,,1,0,0
97,97,samples,,notebooks,samples\notebooks\fsharp\Samples\DataFrame-Getting-Started.ipynb,DataFrame-Getting-Started.ipynb,.ipynb,721,Unknown,Unknown,Unknown,1,,,1,0,0
98,98,samples,,notebooks,samples\notebooks\fsharp\Samples\HousingML.ipynb,HousingML.ipynb,.ipynb,494,Unknown,Unknown,Unknown,1,,,1,0,0
99,99,samples,,notebooks,samples\notebooks\fsharp\Samples\Repo-Statistics.ipynb,Repo-Statistics.ipynb,.ipynb,490,Unknown,Unknown,Unknown,1,,,1,0,0
100,100,samples,,notebooks,samples\notebooks\javascript\D3.js with import.ipynb,D3.js with import.ipynb,.ipynb,184,Unknown,Unknown,Unknown,1,,,1,0,0
101,101,samples,,notebooks,samples\notebooks\javascript\Plotly with RequireJS.ipynb,Plotly with RequireJS.ipynb,.ipynb,255,Unknown,Unknown,Unknown,1,,,1,0,0
102,102,samples,,notebooks,samples\notebooks\journey\showcasestudent.dib,showcasestudent.dib,.dib,7,Unknown,Unknown,Unknown,1,,,1,0,0
103,103,samples,,notebooks,samples\notebooks\journey\showcaseteacher.dib,showcaseteacher.dib,.dib,301,Unknown,Unknown,Unknown,1,,,1,0,0
104,104,samples,,notebooks,samples\notebooks\mermaid\mermaid.ipynb,mermaid.ipynb,.ipynb,499,Unknown,Unknown,Unknown,1,,,1,0,0
105,105,samples,,notebooks,samples\notebooks\polyglot\Azure logs.ipynb,Azure logs.ipynb,.ipynb,270,Unknown,Unknown,Unknown,1,,,1,0,0
106,106,samples,,notebooks,samples\notebooks\polyglot\COVID-19-fsharp.dib,COVID-19-fsharp.dib,.dib,250,Unknown,Unknown,Unknown,1,,,1,0,0
107,107,samples,,notebooks,samples\notebooks\polyglot\COVID-19.ipynb,COVID-19.ipynb,.ipynb,425,Unknown,Unknown,Unknown,1,,,1,0,0
108,108,samples,,notebooks,samples\notebooks\polyglot\d3js widget.ipynb,d3js widget.ipynb,.ipynb,394,Unknown,Unknown,Unknown,1,,,1,0,0
109,109,samples,,notebooks,samples\notebooks\polyglot\github repo milestone report.ipynb,github repo milestone report.ipynb,.ipynb,729,Unknown,Unknown,Unknown,1,,,1,0,0
110,110,samples,,notebooks,samples\notebooks\polyglot\polyglot telemetry.dib,polyglot telemetry.dib,.dib,588,Unknown,Unknown,Unknown,1,,,1,0,0
111,111,samples,,notebooks,samples\notebooks\polyglot\Variable sharing.ipynb,Variable sharing.ipynb,.ipynb,513,Unknown,Unknown,Unknown,1,,,1,0,0
112,112,samples,,notebooks,samples\notebooks\powershell\Docs\For-EachObject parallel.ipynb,For-EachObject parallel.ipynb,.ipynb,146,Unknown,Unknown,Unknown,1,,,1,0,0
113,113,samples,,notebooks,samples\notebooks\powershell\Docs\HTML.ipynb,HTML.ipynb,.ipynb,196,Unknown,Unknown,Unknown,1,,,1,0,0
114,114,samples,,notebooks,samples\notebooks\powershell\Docs\Interact-With-Azure-Cloud-Shell.ipynb,Interact-With-Azure-Cloud-Shell.ipynb,.ipynb,178,Unknown,Unknown,Unknown,1,,,1,0,0
115,115,samples,,notebooks,samples\notebooks\powershell\Docs\Interactive-Host-Experience.ipynb,Interactive-Host-Experience.ipynb,.ipynb,284,Unknown,Unknown,Unknown,1,,,1,0,0
116,116,samples,,notebooks,samples\notebooks\powershell\Docs\Plotting with Xplot using constructors.ipynb,Plotting with Xplot using constructors.ipynb,.ipynb,445,Unknown,Unknown,Unknown,1,,,1,0,0
117,117,samples,,notebooks,samples\notebooks\powershell\Docs\Plotting with Xplot using hashtable casting.ipynb,Plotting with Xplot using hashtable casting.ipynb,.ipynb,468,Unknown,Unknown,Unknown,1,,,1,0,0
118,118,samples,,notebooks,samples\notebooks\powershell\Docs\Profile Support.ipynb,Profile Support.ipynb,.ipynb,148,Unknown,Unknown,Unknown,1,,,1,0,0
119,119,samples,,notebooks,samples\notebooks\powershell\Samples\Managing-Azure.ipynb,Managing-Azure.ipynb,.ipynb,277,Unknown,Unknown,Unknown,1,,,1,0,0
120,120,samples,,Root,samples\readme.md,readme.md,.md,11,Unknown,Unknown,Unknown,1,,,1,0,0
121,121,samples,,simple-fsharp-console,samples\simple-fsharp-console\FSharpConsole.sln,FSharpConsole.sln,.sln,25,WhiteBlackGoose,WhiteBlackGoose,WhiteBlackGoose,1,,,1,0,0
122,122,samples,,simple-fsharp-console,samples\simple-fsharp-console\Program.cs,Program.cs,.cs,56,WhiteBlackGoose,WhiteBlackGoose,WhiteBlackGoose,1,,,1,0,0
123,123,samples,,simple-fsharp-console,samples\simple-fsharp-console\README.md,README.md,.md,30,WhiteBlackGoose,WhiteBlackGoose,WhiteBlackGoose,1,,,1,0,0
124,124,src,,dotnet-interactive,src\dotnet-interactive\(Recipes)\EnvironmentExtensions.cs,EnvironmentExtensions.cs,.cs,12,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
125,125,src,,dotnet-interactive,src\dotnet-interactive\(Recipes)\LoggerExtensions.cs,LoggerExtensions.cs,.cs,19,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
126,126,src,,dotnet-interactive,src\dotnet-interactive\(Recipes)\TaskExtensions.cs,TaskExtensions.cs,.cs,33,Brett V. Forsgren,Diego Colombo,Diego Colombo,1,,,1,0,0
127,127,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\CommandLineParser.cs,CommandLineParser.cs,.cs,553,Diego Colombo,Shyam Namboodiripad,Diego Colombo,1,,,1,0,0
128,128,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\HttpCommand.cs,HttpCommand.cs,.cs,21,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
129,129,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\JupyterCommand.cs,JupyterCommand.cs,.cs,21,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
130,130,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\JupyterOptions.cs,JupyterOptions.cs,.cs,18,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
131,131,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\KernelHttpOptions.cs,KernelHttpOptions.cs,.cs,13,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
132,132,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\ParseNotebookCommand.cs,ParseNotebookCommand.cs,.cs,14,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
133,133,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\StartupOptions.cs,StartupOptions.cs,.cs,41,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
134,134,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\StdIoMode.cs,StdIoMode.cs,.cs,15,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
135,135,src,,dotnet-interactive,src\dotnet-interactive\CommandLine\StdIOOptions.cs,StdIOOptions.cs,.cs,13,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
136,136,src,,dotnet-interactive,src\dotnet-interactive\Connection\ConnectStdIO.cs,ConnectStdIO.cs,.cs,67,Diego Colombo,Shyam Namboodiripad,Diego Colombo,1,,,1,0,0
137,137,src,,dotnet-interactive,src\dotnet-interactive\Connection\StdIoKernelConnector.cs,StdIoKernelConnector.cs,.cs,316,Diego Colombo,Diego Colombo,Shyam Namboodiripad,1,,,1,0,0
138,138,src,,dotnet-interactive,src\dotnet-interactive\ContentFiles\readme.md,readme.md,.md,28,Unknown,Unknown,Unknown,1,,,1,0,0
139,139,src,,dotnet-interactive,src\dotnet-interactive\IJupyterKernelSpecInstaller.cs,IJupyterKernelSpecInstaller.cs,.cs,11,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
140,140,src,,dotnet-interactive,src\dotnet-interactive\IJupyterKernelSpecModule.cs,IJupyterKernelSpecModule.cs,.cs,13,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
141,141,src,,dotnet-interactive,src\dotnet-interactive\JupyterInstallCommand.cs,JupyterInstallCommand.cs,.cs,95,Diego Colombo,Osvaldo Calles,Diego Colombo,1,,,1,0,0
142,142,src,,dotnet-interactive,src\dotnet-interactive\JupyterKernelSpecInstaller.cs,JupyterKernelSpecInstaller.cs,.cs,149,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
143,143,src,,dotnet-interactive,src\dotnet-interactive\JupyterKernelSpecModule.cs,JupyterKernelSpecModule.cs,.cs,80,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
144,144,src,,dotnet-interactive,src\dotnet-interactive\KernelExtensionLoader.cs,KernelExtensionLoader.cs,.cs,64,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
145,145,src,,dotnet-interactive,src\dotnet-interactive\KernelExtensions.cs,KernelExtensions.cs,.cs,157,Diego Colombo,Osvaldo Calles,Diego Colombo,1,,,1,0,0
146,146,src,,dotnet-interactive,src\dotnet-interactive\KernelSpecInstallResult.cs,KernelSpecInstallResult.cs,.cs,17,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
147,147,src,,dotnet-interactive,src\dotnet-interactive\PackageDirectoryExtensionLoader.cs,PackageDirectoryExtensionLoader.cs,.cs,152,Jon Sequeira,Osvaldo Calles,Jon Sequeira,1,,,1,0,0
148,148,src,,dotnet-interactive,src\dotnet-interactive\Program.cs,Program.cs,.cs,145,Diego Colombo,Shyam Namboodiripad,Diego Colombo,1,,,1,0,0
149,149,src,,dotnet-interactive,src\dotnet-interactive\Startup.cs,Startup.cs,.cs,61,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
150,150,src,,dotnet-interactive,src\dotnet-interactive\Utility\KernelDiagnostics.cs,KernelDiagnostics.cs,.cs,57,Unknown,Unknown,Unknown,1,,,1,0,0
151,151,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\(Recipes)\LogEvents.cs,LogEvents.cs,.cs,25,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
152,152,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\CommandLine\CommandLineParserTests.cs,CommandLineParserTests.cs,.cs,471,Diego Colombo,Jon Sequeira,Diego Colombo,1,,,1,0,0
153,153,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\CommandLine\FirstTimeUseSentinelTests.cs,FirstTimeUseSentinelTests.cs,.cs,69,Diego Colombo,Jon Sequeira,Diego Colombo,1,,,1,0,0
154,154,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\CommandLine\StartupTelemetryTests.cs,StartupTelemetryTests.cs,.cs,407,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
155,155,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\Extensions\DirectoryInfoExtensions.cs,DirectoryInfoExtensions.cs,.cs,53,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
156,156,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\FakeTelemetrySender.cs,FakeTelemetrySender.cs,.cs,67,Jon Sequeira,Jon Sequeira,Jon Sequeira,1,,,1,0,0
157,157,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\FileProviderTests.cs,FileProviderTests.cs,.cs,30,Diego Colombo,Jon Sequeira,Diego Colombo,1,,,1,0,0
158,158,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\FormatterConfigurationTests.cs,FormatterConfigurationTests.cs,.cs,94,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
159,159,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\FrontendEnvironmentHandlingTests.cs,FrontendEnvironmentHandlingTests.cs,.cs,166,Brett V. Forsgren,Diego Colombo,Brett V. Forsgren,1,,,1,0,0
160,160,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\HttpApiTests.cs,HttpApiTests.cs,.cs,438,Diego Colombo,Diego Colombo,Diego Colombo,1,,,1,0,0
161,161,src,,dotnet-interactive.Tests,src\dotnet-interactive.Tests\InProcessTestServer.cs,InProcessTestServer.cs,.cs,62,Diego Colombo,Jon Sequeira,Diego Colombo,1,,,1,0,0
