,fullpath,root,project,path,area,relative_path,filename,ext,lines
1094,C:/Dev/Interactive/src/./KernelTests.RegisteringCommandHandlers.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KernelTests.RegisteringCommandHandlers.cs,KernelTests.RegisteringCommandHandlers.cs,.cs,94
540,C:/Dev/Interactive/src/./InstrumentationLineMapper.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\Instrumentation\InstrumentationLineMapper.cs,InstrumentationLineMapper.cs,.cs,94
432,C:/Dev/Interactive/src/./FileSystemDirectoryAccessor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\FileSystemDirectoryAccessor.cs,FileSystemDirectoryAccessor.cs,.cs,94
335,C:/Dev/Interactive/src/./SqlDiscoverabilityKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\SqlDiscoverabilityKernel.cs,SqlDiscoverabilityKernel.cs,.cs,94
1152,C:/Dev/Interactive/src/./README.md,C:/Dev/Interactive/,src,.,polyglot-notebooks-vscode,src\polyglot-notebooks-vscode\README.md,README.md,.md,94
1156,C:/Dev/Interactive/src/./README.md,C:/Dev/Interactive/,src,.,polyglot-notebooks-vscode-insiders,src\polyglot-notebooks-vscode-insiders\README.md,README.md,.md,94
705,C:/Dev/Interactive/src/./SQLiteKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\SQLiteKernel.cs,SQLiteKernel.cs,.cs,93
976,C:/Dev/Interactive/src/./IsCompleteRequestHandlerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\IsCompleteRequestHandlerTests.cs,IsCompleteRequestHandlerTests.cs,.cs,93
296,C:/Dev/Interactive/src/./KqlDiscoverabilityKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KqlDiscoverabilityKernel.cs,KqlDiscoverabilityKernel.cs,.cs,92
645,C:/Dev/Interactive/src/./InteractiveDocumentConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\Jupyter\InteractiveDocumentConverter.cs,InteractiveDocumentConverter.cs,.cs,92
729,C:/Dev/Interactive/src/./Formatter{T}.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\Formatter{T}.cs,Formatter{T}.cs,.cs,92
854,C:/Dev/Interactive/src/./Lesson.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\Lesson.cs,Lesson.cs,.cs,90
822,C:/Dev/Interactive/src/./FileProvider.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Http,src\Microsoft.DotNet.Interactive.Http\FileProvider.cs,FileProvider.cs,.cs,90
280,C:/Dev/Interactive/src/./KernelCommandPipeline.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\KernelCommandPipeline.cs,KernelCommandPipeline.cs,.cs,90
850,C:/Dev/Interactive/src/./ChallengeEvaluation.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\ChallengeEvaluation.cs,ChallengeEvaluation.cs,.cs,90
443,C:/Dev/Interactive/src/./AnnotatedCodeBlockParser.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\AnnotatedCodeBlockParser.cs,AnnotatedCodeBlockParser.cs,.cs,89
1086,C:/Dev/Interactive/src/./JavaScriptKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\JavaScriptKernelTests.cs,JavaScriptKernelTests.cs,.cs,89
218,C:/Dev/Interactive/src/./NamedPipeKernelConnector.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\NamedPipeKernelConnector.cs,NamedPipeKernelConnector.cs,.cs,89
564,C:/Dev/Interactive/src/./Workspace.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Workspace.cs,Workspace.cs,.cs,89
662,C:/Dev/Interactive/src/./NotebookParseResponseConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\NotebookParseResponseConverter.cs,NotebookParseResponseConverter.cs,.cs,89
870,C:/Dev/Interactive/src/./ParsingTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey.Tests,src\Microsoft.DotNet.Interactive.Journey.Tests\ParsingTests.cs,ParsingTests.cs,.cs,88
212,C:/Dev/Interactive/src/./KernelCommandAndEventSender.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\KernelCommandAndEventSender.cs,KernelCommandAndEventSender.cs,.cs,88
561,C:/Dev/Interactive/src/./DirectoryUtility.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Utility\DirectoryUtility.cs,DirectoryUtility.cs,.cs,88
382,C:/Dev/Interactive/src/./CompletionExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\CompletionExtensions.cs,CompletionExtensions.cs,.cs,88
1119,C:/Dev/Interactive/src/./SqlDiscoverabilityKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\SqlDiscoverabilityKernelTests.cs,SqlDiscoverabilityKernelTests.cs,.cs,88
17,C:/Dev/Interactive/docs/./kernel-to-client-commands.md,C:/Dev/Interactive/,docs,.,Root,docs\kernel-to-client-commands.md,kernel-to-client-commands.md,.md,87
1062,C:/Dev/Interactive/src/./StreamForwarder.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\StreamForwarder.cs,StreamForwarder.cs,.cs,87
601,C:/Dev/Interactive/src/./PackageUtilities.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\PackageUtilities.cs,PackageUtilities.cs,.cs,87
39,C:/Dev/Interactive/eng/./dotnet-install.sh,C:/Dev/Interactive/,eng,.,common,eng\common\dotnet-install.sh,dotnet-install.sh,.sh,87
1097,C:/Dev/Interactive/src/./KqlDiscoverabilityKernelTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KqlDiscoverabilityKernelTests.cs,KqlDiscoverabilityKernelTests.cs,.cs,87
1066,C:/Dev/Interactive/src/./UserLevelCacheWriter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Telemetry,src\Microsoft.DotNet.Interactive.Telemetry\UserLevelCacheWriter.cs,UserLevelCacheWriter.cs,.cs,87
57,C:/Dev/Interactive//./README.md,C:/Dev/Interactive/,,.,Root,README.md,README.md,.md,87
1112,C:/Dev/Interactive/src/./NamedPipeConnectionTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\NamedPipeConnectionTests.cs,NamedPipeConnectionTests.cs,.cs,85
330,C:/Dev/Interactive/src/./SchedulingScope.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\SchedulingScope.cs,SchedulingScope.cs,.cs,85
162,C:/Dev/Interactive/src/./StdIoBehaviorTests.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\StdIoBehaviorTests.cs,StdIoBehaviorTests.cs,.cs,85
654,C:/Dev/Interactive/src/./InteractiveDocumentConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\InteractiveDocumentConverter.cs,InteractiveDocumentConverter.cs,.cs,85
309,C:/Dev/Interactive/src/./DirectiveNode.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\DirectiveNode.cs,DirectiveNode.cs,.cs,84
223,C:/Dev/Interactive/src/./DataExplorer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\DataExplorer.cs,DataExplorer.cs,.cs,84
641,C:/Dev/Interactive/src/./DataDictionaryConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\Json\DataDictionaryConverter.cs,DataDictionaryConverter.cs,.cs,84
945,C:/Dev/Interactive/src/./LanguageInfo.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\LanguageInfo.cs,LanguageInfo.cs,.cs,84
76,C:/Dev/Interactive/samples/./ClockExtensionTests.cs,C:/Dev/Interactive/,samples,.,extensions,samples\extensions\SampleExtensions.Tests\ClockExtensionTests.cs,ClockExtensionTests.cs,.cs,84
899,C:/Dev/Interactive/src/./Header.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Messaging\Header.cs,Header.cs,.cs,84
990,C:/Dev/Interactive/src/./KqlKernelConnector.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Kql,src\Microsoft.DotNet.Interactive.Kql\KqlKernelConnector.cs,KqlKernelConnector.cs,.cs,83
992,C:/Dev/Interactive/src/./MsKqlKernel.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Kql,src\Microsoft.DotNet.Interactive.Kql\MsKqlKernel.cs,MsKqlKernel.cs,.cs,82
38,C:/Dev/Interactive/eng/./darc-init.sh,C:/Dev/Interactive/,eng,.,common,eng\common\darc-init.sh,darc-init.sh,.sh,82
971,C:/Dev/Interactive/src/./CompleteRequestHandlerTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\CompleteRequestHandlerTests.cs,CompleteRequestHandlerTests.cs,.cs,82
656,C:/Dev/Interactive/src/./KernelInfoConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\KernelInfoConverter.cs,KernelInfoConverter.cs,.cs,80
136,C:/Dev/Interactive/src/./JupyterKernelSpecModule.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\JupyterKernelSpecModule.cs,JupyterKernelSpecModule.cs,.cs,80
726,C:/Dev/Interactive/src/./FormatContext.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\FormatContext.cs,FormatContext.cs,.cs,79
744,C:/Dev/Interactive/src/./JsonExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\JsonExtensions.cs,JsonExtensions.cs,.cs,79
957,C:/Dev/Interactive/src/./RequestHandlerBase.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\RequestHandlerBase.cs,RequestHandlerBase.cs,.cs,78
974,C:/Dev/Interactive/src/./HistorySerializationTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\HistorySerializationTests.cs,HistorySerializationTests.cs,.cs,78
587,C:/Dev/Interactive/src/./ArgumentListGeneratorTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\Instrumentation\ArgumentListGeneratorTests.cs,ArgumentListGeneratorTests.cs,.cs,78
548,C:/Dev/Interactive/src/./VariableLocation.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\Instrumentation\VariableLocation.cs,VariableLocation.cs,.cs,77
1161,C:/Dev/Interactive/tools/./setup-raspbian.sh,C:/Dev/Interactive/,tools,.,Root,tools\setup-raspbian.sh,setup-raspbian.sh,.sh,77
691,C:/Dev/Interactive/src/./Defaults.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab,src\Microsoft.DotNet.Interactive.ExtensionLab\Inspector\Defaults.cs,Defaults.cs,.cs,77
655,C:/Dev/Interactive/src/./KernelInfoCollectionConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents,src\Microsoft.DotNet.Interactive.Documents\ParserServer\KernelInfoCollectionConverter.cs,KernelInfoCollectionConverter.cs,.cs,77
1016,C:/Dev/Interactive/src/./ProgressPane.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\Host\Progress\ProgressPane.cs,ProgressPane.cs,.cs,77
410,C:/Dev/Interactive/src/./CodeMergeTransformer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\CodeMergeTransformer.cs,CodeMergeTransformer.cs,.cs,76
864,C:/Dev/Interactive/src/./OrderedTable.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Journey,src\Microsoft.DotNet.Interactive.Journey\Utilities\OrderedTable.cs,OrderedTable.cs,.cs,76
1022,C:/Dev/Interactive/src/./StringUtil.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.PowerShell,src\Microsoft.DotNet.Interactive.PowerShell\Host\StringUtil.cs,StringUtil.cs,.cs,76
549,C:/Dev/Interactive/src/./VariableLocationMap.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Servers\Roslyn\Instrumentation\VariableLocationMap.cs,VariableLocationMap.cs,.cs,75
972,C:/Dev/Interactive/src/./CustomMetadataParsingTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\CustomMetadataParsingTests.cs,CustomMetadataParsingTests.cs,.cs,75
814,C:/Dev/Interactive/src/./FSharpScriptHelpers.fs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.FSharp,src\Microsoft.DotNet.Interactive.FSharp\FSharpScriptHelpers.fs,FSharpScriptHelpers.fs,.fs,75
65,C:/Dev/Interactive/samples/./WpfFormatterMixins.cs,C:/Dev/Interactive/,samples,.,connect-wpf,samples\connect-wpf\WpfFormatterMixins.cs,WpfFormatterMixins.cs,.cs,75
580,C:/Dev/Interactive/src/./ConsoleRedirectionTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\ConsoleRedirectionTests.cs,ConsoleRedirectionTests.cs,.cs,75
396,C:/Dev/Interactive/src/./AbstractEntryPointFinder.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\(External)\AbstractEntryPointFinder.cs,AbstractEntryPointFinder.cs,.cs,75
424,C:/Dev/Interactive/src/./DirectoryInfoExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\DirectoryInfoExtensions.cs,DirectoryInfoExtensions.cs,.cs,75
418,C:/Dev/Interactive/src/./DiagnosticExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\DiagnosticExtensions.cs,DiagnosticExtensions.cs,.cs,74
761,C:/Dev/Interactive/src/./TableSchemaFieldDescriptorJsonConverter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\TabularData\TableSchemaFieldDescriptorJsonConverter.cs,TableSchemaFieldDescriptorJsonConverter.cs,.cs,74
19,C:/Dev/Interactive/docs/./magic-commands.md,C:/Dev/Interactive/,docs,.,Root,docs\magic-commands.md,magic-commands.md,.md,73
297,C:/Dev/Interactive/src/./LinePosition.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\LinePosition.cs,LinePosition.cs,.cs,73
92,C:/Dev/Interactive/samples/./Programming-model.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\fsharp\Docs\Programming-model.ipynb,Programming-model.ipynb,.ipynb,73
301,C:/Dev/Interactive/src/./PackageReference.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\PackageReference.cs,PackageReference.cs,.cs,72
30,C:/Dev/Interactive/eng/./build.sh,C:/Dev/Interactive/,eng,.,Root,eng\build.sh,build.sh,.sh,72
982,C:/Dev/Interactive/src/./MagicCommandTests.time.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\MagicCommandTests.time.cs,MagicCommandTests.time.cs,.cs,72
221,C:/Dev/Interactive/src/./Serializer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Connection\Serializer.cs,Serializer.cs,.cs,72
1088,C:/Dev/Interactive/src/./KernelExtensionsTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Tests,src\Microsoft.DotNet.Interactive.Tests\KernelExtensionsTests.cs,KernelExtensionsTests.cs,.cs,72
27,C:/Dev/Interactive/docs/./working-with-data.md,C:/Dev/Interactive/,docs,.,Root,docs\working-with-data.md,working-with-data.md,.md,72
677,C:/Dev/Interactive/src/./KernelInfoCollectionTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Documents.Tests,src\Microsoft.DotNet.Interactive.Documents.Tests\KernelInfoCollectionTests.cs,KernelInfoCollectionTests.cs,.cs,71
347,C:/Dev/Interactive/src/./EnumerableExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Utility\EnumerableExtensions.cs,EnumerableExtensions.cs,.cs,70
423,C:/Dev/Interactive/src/./DirectoryAccessor.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\DirectoryAccessor.cs,DirectoryAccessor.cs,.cs,70
720,C:/Dev/Interactive/src/./CsvFormatter.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Formatting,src\Microsoft.DotNet.Interactive.Formatting\Csv\CsvFormatter.cs,CsvFormatter.cs,.cs,70
369,C:/Dev/Interactive/src/./InteractiveHost.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.AspNetCore,src\Microsoft.DotNet.Interactive.AspNetCore\InteractiveHost.cs,InteractiveHost.cs,.cs,70
298,C:/Dev/Interactive/src/./LinePositionSpan.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\LinePositionSpan.cs,LinePositionSpan.cs,.cs,70
573,C:/Dev/Interactive/src/./BufferExtractorTests.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject.Tests,src\Microsoft.DotNet.Interactive.CSharpProject.Tests\BufferExtractorTests.cs,BufferExtractorTests.cs,.cs,69
880,C:/Dev/Interactive/src/./CompleteRequestHandler.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\CompleteRequestHandler.cs,CompleteRequestHandler.cs,.cs,69
970,C:/Dev/Interactive/src/./AssertionsExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter.Tests,src\Microsoft.DotNet.Interactive.Jupyter.Tests\AssertionsExtensions.cs,AssertionsExtensions.cs,.cs,69
503,C:/Dev/Interactive/src/./PackageInitializer.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\PackageInitializer.cs,PackageInitializer.cs,.cs,69
320,C:/Dev/Interactive/src/./PolyglotSyntaxTree.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\PolyglotSyntaxTree.cs,PolyglotSyntaxTree.cs,.cs,69
146,C:/Dev/Interactive/src/./FirstTimeUseSentinelTests.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\CommandLine\FirstTimeUseSentinelTests.cs,FirstTimeUseSentinelTests.cs,.cs,69
381,C:/Dev/Interactive/src/./CachingMetadataResolver.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharp,src\Microsoft.DotNet.Interactive.CSharp\CachingMetadataResolver.cs,CachingMetadataResolver.cs,.cs,69
940,C:/Dev/Interactive/src/./JupyterMessageContentTypes.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.Jupyter,src\Microsoft.DotNet.Interactive.Jupyter\Protocol\JupyterMessageContentTypes.cs,JupyterMessageContentTypes.cs,.cs,68
308,C:/Dev/Interactive/src/./DirectiveHelpBuilder.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive,src\Microsoft.DotNet.Interactive\Parsing\DirectiveHelpBuilder.cs,DirectiveHelpBuilder.cs,.cs,67
446,C:/Dev/Interactive/src/./CodeBlockAnnotations.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Markdown\CodeBlockAnnotations.cs,CodeBlockAnnotations.cs,.cs,67
487,C:/Dev/Interactive/src/./FileLock.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\FileLock.cs,FileLock.cs,.cs,67
479,C:/Dev/Interactive/src/./AnalyzerResultExtensions.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.CSharpProject,src\Microsoft.DotNet.Interactive.CSharpProject\Packaging\AnalyzerResultExtensions.cs,AnalyzerResultExtensions.cs,.cs,67
149,C:/Dev/Interactive/src/./FakeTelemetrySender.cs,C:/Dev/Interactive/,src,.,dotnet-interactive.Tests,src\dotnet-interactive.Tests\FakeTelemetrySender.cs,FakeTelemetrySender.cs,.cs,67
129,C:/Dev/Interactive/src/./ConnectStdIO.cs,C:/Dev/Interactive/,src,.,dotnet-interactive,src\dotnet-interactive\Connection\ConnectStdIO.cs,ConnectStdIO.cs,.cs,67
713,C:/Dev/Interactive/src/./ExplainCodeExtensionTest.cs,C:/Dev/Interactive/,src,.,Microsoft.DotNet.Interactive.ExtensionLab.Tests,src\Microsoft.DotNet.Interactive.ExtensionLab.Tests\ExplainCodeExtensionTest.cs,ExplainCodeExtensionTest.cs,.cs,67
83,C:/Dev/Interactive/samples/./Programming-model.ipynb,C:/Dev/Interactive/,samples,.,notebooks,samples\notebooks\csharp\Docs\Programming-model.ipynb,Programming-model.ipynb,.ipynb,67
